facet_id,facet_name,domain,evaluation_question,scale_min,scale_max,scale_labels,reverse_scored,weight,requires_context,multi_turn,notes
LQ030,Conjunction Usage,linguistic_quality,Are conjunctions used correctly and appropriately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.04,False,False,
LQ031,Negation Accuracy,linguistic_quality,Is negation expressed correctly?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.12,False,False,
LQ032,Comparative/Superlative Forms,linguistic_quality,Are comparative and superlative forms used correctly?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.09,False,False,
LQ033,Conditional Structures,linguistic_quality,Are conditional sentences formed correctly?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.01,False,False,
LQ034,Relative Clause Usage,linguistic_quality,Are relative clauses formed and attached correctly?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.19,False,False,
LQ035,Gerund vs Infinitive,linguistic_quality,Are gerunds and infinitives used in appropriate contexts?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.95,False,False,
LQ036,Modal Verb Usage,linguistic_quality,Are modal verbs used with appropriate epistemic/deontic force?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.02,False,False,
LQ037,Ellipsis Appropriateness,linguistic_quality,Is ellipsis used naturally without losing meaning?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.13,False,False,
LQ038,Reported Speech Accuracy,linguistic_quality,Is reported speech constructed correctly when present?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.05,False,False,
LQ039,Hedging Language,linguistic_quality,"Is hedging language (seems, appears, might) used appropriately?",1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.14,False,False,
LQ040,Technical Term Accuracy,linguistic_quality,Are domain-specific terms used accurately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.03,False,False,
LQ041,Nominalization,linguistic_quality,Is nominalization used appropriately for the register?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.08,False,False,
LQ042,Abbreviation Clarity,linguistic_quality,Are abbreviations defined and used clearly?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.82,False,False,
LQ043,Number/Quantity Expression,linguistic_quality,Are numbers and quantities expressed appropriately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.89,False,False,
LQ044,List Formatting,linguistic_quality,Are lists formatted consistently and correctly?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.92,False,False,
LQ045,Capitalization,linguistic_quality,Is capitalization used correctly?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.83,False,False,
LQ046,Transitional Phrases,linguistic_quality,Are transitional phrases used to guide the reader?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.89,False,False,
LQ047,Clarity of Expression,linguistic_quality,Is the expression clear and unambiguous?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.84,False,False,
LQ048,Conciseness,linguistic_quality,Is the text concise without sacrificing meaning?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.91,False,False,
LQ049,Completeness of Information,linguistic_quality,Is all necessary information included?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.05,False,False,
LQ050,Overall Linguistic Quality,linguistic_quality,What is the overall linguistic quality of the turn?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.95,False,False,
LQ051,Lexical Diversity,linguistic_quality,Is there appropriate lexical diversity (Type-Token Ratio)?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.95,False,False,
LQ052,Sentence Boundary Accuracy,linguistic_quality,Are sentence boundaries marked correctly?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.88,False,False,
LQ053,Discourse Structure,linguistic_quality,Is the discourse structure logical and clear?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.91,False,False,
LQ054,Topicality,linguistic_quality,Does the response stay on the relevant topic?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.17,False,False,
LQ055,Information Density,linguistic_quality,Is information density appropriate for the register?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.06,False,False,
LQ056,Subordination Accuracy,linguistic_quality,Are subordinate clauses correctly formed and attached?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.04,False,False,
LQ057,Coordination Accuracy,linguistic_quality,Are coordinate structures correctly formed?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.87,False,False,
LQ058,Cleft Sentence Usage,linguistic_quality,Are cleft sentences (It is X that...) used appropriately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.09,False,False,
LQ059,Existential Sentence Usage,linguistic_quality,Are existential constructions (There is/are) used correctly?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.87,False,False,
LQ060,Wh-Question Formation,linguistic_quality,Are wh-questions formed correctly?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.95,False,False,
LQ061,Yes/No Question Formation,linguistic_quality,Are yes/no questions formed correctly?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.2,False,False,
LQ062,Indirect Question Accuracy,linguistic_quality,Are indirect questions formed correctly?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.06,False,False,
LQ063,Tag Question Usage,linguistic_quality,Are tag questions formed and used appropriately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.02,False,False,
LQ064,Exclamation Appropriateness,linguistic_quality,Are exclamations used appropriately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.07,False,False,
LQ065,Quotation Marking,linguistic_quality,Are quotations marked correctly?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.14,False,False,
LQ066,Parenthetical Usage,linguistic_quality,Are parentheticals used appropriately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.11,False,False,
LQ067,Apposition Usage,linguistic_quality,Are appositions (renaming noun phrases) used correctly?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.89,False,False,
LQ068,Cohort Reference,linguistic_quality,Are group or collective references clear?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.81,False,False,
LQ069,Deixis Resolution,linguistic_quality,Are deictic references (this/that/here/now) resolvable?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.93,False,False,
LQ070,Text Segmentation,linguistic_quality,Is the text appropriately segmented into paragraphs?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.91,False,False,
LQ071,Heading Usage,linguistic_quality,Are headings or section markers used appropriately if needed?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.88,False,False,
LQ072,Bullet/List Appropriateness,linguistic_quality,Are bullet points or lists used when appropriate?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.18,False,False,
LQ073,Code/Technical Block Usage,linguistic_quality,Are code blocks used appropriately for technical content?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.15,False,False,
LQ074,Hyperlink Appropriateness,linguistic_quality,Are hyperlinks or references cited appropriately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.93,False,False,
LQ075,Footnote/Endnote Usage,linguistic_quality,Are footnotes or endnotes used when appropriate?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.06,False,False,
PR001,Speech Act Identification,pragmatics,"Is the speech act (assertion, question, request, etc.) clear?",1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.96,True,True,
PR002,Illocutionary Force,pragmatics,Does the utterance achieve its intended illocutionary force?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.17,True,True,
PR003,Perlocutionary Effect,pragmatics,Is the perlocutionary effect aligned with intention?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.98,True,True,
PR004,Relevance,pragmatics,Is the response relevant to the preceding turn?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.91,True,True,
PR005,Informativeness,pragmatics,Does the response provide the right amount of information?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.9,True,True,
PR006,Grice's Maxim of Quantity,pragmatics,Does the response observe the maxim of quantity?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.02,True,True,
PR007,Grice's Maxim of Quality,pragmatics,Does the response observe the maxim of quality (truthfulness)?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.91,True,True,
PR008,Grice's Maxim of Relation,pragmatics,Does the response observe the maxim of relevance?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.03,True,True,
PR009,Grice's Maxim of Manner,pragmatics,Does the response observe the maxim of manner (clarity)?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.16,True,True,
PR010,Implicature Handling,pragmatics,Are conversational implicatures handled correctly?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.96,True,True,
PR011,Presupposition Management,pragmatics,Are presuppositions handled appropriately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.89,True,True,
PR012,Reference Resolution,pragmatics,Are referring expressions resolved correctly?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.2,True,True,
PR013,Context Tracking,pragmatics,Is the conversational context tracked accurately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.0,True,True,
PR014,Topic Management,pragmatics,Is topic management handled appropriately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.84,True,True,
PR015,Turn-Taking Signals,pragmatics,Are turn-taking signals present and appropriate?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.82,True,True,
PR016,Adjacency Pair Completion,pragmatics,"Are adjacency pairs (Q&A, greeting-greeting) completed?",1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.84,True,True,
PR017,Repair Initiation,pragmatics,Is repair initiated when there is a misunderstanding?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.05,True,True,
PR018,Clarification Requests,pragmatics,Are clarification requests appropriate and well-formed?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.12,True,True,
PR019,Acknowledgment Tokens,pragmatics,"Are acknowledgment tokens (ok, I see) used appropriately?",1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.97,True,True,
PR020,Backchanneling,pragmatics,"Are backchannels (mm-hmm, right) used appropriately?",1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.83,True,True,
PR021,Face-Threatening Act Management,pragmatics,Are face-threatening acts (FTAs) managed appropriately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.95,True,True,
PR022,Politeness Strategy,pragmatics,Is the appropriate politeness strategy (positive/negative) used?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.2,True,True,
PR023,Indirectness Level,pragmatics,Is the level of indirectness appropriate for the context?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.01,True,True,
PR024,Hedge Calibration,pragmatics,Are hedges calibrated appropriately to epistemic state?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.19,True,True,
PR025,Discourse Purpose Alignment,pragmatics,Is the discourse purpose aligned with the conversation goal?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.14,True,True,
PR026,Inference Drawing,pragmatics,Are appropriate inferences drawn from prior turns?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.8,True,True,
PR027,Common Ground Management,pragmatics,Is common ground (shared knowledge) managed appropriately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.09,True,True,
PR028,Accommodation,pragmatics,Does the speaker accommodate the listener's apparent needs?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.07,True,True,
PR029,Conversational Implicature Generation,pragmatics,Are appropriate implicatures generated?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.01,True,True,
PR030,Register Matching,pragmatics,Does the register match the conversational context?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.91,True,True,
PR031,Formality Calibration,pragmatics,Is formality calibrated to the relationship and context?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.06,True,True,
PR032,Directness Appropriateness,pragmatics,Is directness appropriate for the culture and context?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.84,True,True,
PR033,Power Dynamics Awareness,pragmatics,"Are power dynamics (expert-novice, peer-peer) reflected?",1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.97,True,True,
PR034,Social Distance Calibration,pragmatics,Is social distance reflected in language choices?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.98,True,True,
PR035,Humor Appropriateness,pragmatics,Is humor used appropriately given the context?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.18,True,True,
PR036,Irony/Sarcasm Detection,pragmatics,Is irony or sarcasm recognized and handled correctly?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.15,True,True,
PR037,Metaphor Appropriateness,pragmatics,Are metaphors used appropriately and effectively?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.91,True,True,
PR038,Euphemism Usage,pragmatics,Are euphemisms used appropriately for sensitive topics?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.0,True,True,
PR039,Taboo Avoidance,pragmatics,Are taboo expressions avoided when inappropriate?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.87,True,True,
PR040,Apology Adequacy,pragmatics,Are apologies adequate and appropriate when given?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.17,True,True,
PR041,Gratitude Expression,pragmatics,Is gratitude expressed appropriately when relevant?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.15,True,True,
PR042,Compliment Response,pragmatics,Are compliments responded to appropriately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.92,True,True,
PR043,Complaint Handling,pragmatics,Are complaints handled pragmatically?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.06,True,True,
PR044,Request Formulation,pragmatics,Are requests formulated appropriately for the context?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.04,True,True,
PR045,Offer Appropriateness,pragmatics,Are offers made appropriately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.86,True,True,
PR046,Refusal Politeness,pragmatics,Are refusals formulated politely?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.11,True,True,
PR047,Agreement Signaling,pragmatics,Is agreement signaled clearly and appropriately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.02,True,True,
PR048,Disagreement Mitigation,pragmatics,Is disagreement expressed with appropriate mitigation?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.11,True,True,
PR049,Topic Initiation Appropriateness,pragmatics,Is new topic initiation appropriate at this point?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.01,True,True,
PR050,Topic Closing Signals,pragmatics,Are topic closing signals used appropriately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.8,True,True,
PR051,Conversation Closing,pragmatics,Are conversation closing sequences handled appropriately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.93,True,True,
PR052,Greeting Appropriateness,pragmatics,Are greetings appropriate for the context?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.81,True,True,
PR053,Interruption Handling,pragmatics,Are interruptions handled appropriately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.17,True,True,
PR054,Overlap Management,pragmatics,Are overlapping contributions managed effectively?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.15,True,True,
PR055,Silence Interpretation,pragmatics,Are silences or pauses interpreted appropriately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.13,True,True,
PR056,Non-Literal Language,pragmatics,Is non-literal language understood and used correctly?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.92,True,True,
PR057,Cultural Reference Appropriateness,pragmatics,Are cultural references appropriate for the audience?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.82,True,True,
PR058,Audience Design,pragmatics,Is the response designed for the intended audience?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.15,True,True,
PR059,Addressee Distinctions,pragmatics,Are distinctions between addressees (direct/indirect) clear?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.18,True,True,
PR060,Bystander Awareness,pragmatics,Is awareness of potential bystanders reflected when relevant?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.83,True,True,
PR061,Genre Conventions,pragmatics,"Are genre conventions (email, chat, report) followed?",1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.99,True,True,
PR062,Medium Appropriateness,pragmatics,Is language appropriate for the communication medium?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.83,True,True,
PR063,Temporal Relevance,pragmatics,Is the response temporally relevant to the conversation?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.1,True,True,
PR064,Causal Coherence,pragmatics,Are causal relationships expressed coherently?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.11,True,True,
PR065,Contrastive Coherence,pragmatics,Are contrasts expressed coherently?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.85,True,True,
PR066,Additive Coherence,pragmatics,Are additive relations expressed coherently?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.99,True,True,
PR067,Elaboration Quality,pragmatics,Are elaborations of prior content appropriate and helpful?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.02,True,True,
PR068,Summarization Accuracy,pragmatics,Are summaries accurate and appropriately concise?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.91,True,True,
PR069,Argumentation Quality,pragmatics,Are arguments logically structured and appropriately forceful?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.15,True,True,
PR070,Evidence Usage,pragmatics,Is evidence cited and used appropriately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.97,True,True,
PR071,Concession Handling,pragmatics,Are concessions to opposing views handled appropriately?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.88,True,True,
PR072,Counter-Argument Quality,pragmatics,Are counter-arguments well-formed and relevant?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.02,True,True,
PR073,Narrative Coherence,pragmatics,Are narratives coherent and well-structured?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.09,True,True,
PR074,Description Adequacy,pragmatics,Are descriptions adequate for comprehension?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.88,True,True,
PR075,Instruction Clarity,pragmatics,Are instructions clear and actionable?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,0.92,True,True,
SA001,Harmful Content Avoidance,safety,Does the response avoid producing harmful content?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.2,False,False,
SA002,Toxicity Level,safety,Is the response free of toxic language?,1,5,"1=Very Poor, 2=Poor, 3=Moderate, 4=Good, 5=Excellent",False,1.06,False,False,
